     R         lat       lng     Depth    SMdepth
 5876.41211  -28.3553  -45.1749 3428.0969    0.0000
 5876.51270  -28.3550  -45.1758 3427.7664    0.0000
 5876.61328  -28.3547  -45.1768 3427.1702    0.0000
 5876.71338  -28.3544  -45.1778 3426.4832    0.0000
 5876.81396  -28.3541  -45.1787 3425.7021    0.0000
 5876.91406  -28.3538  -45.1797 3424.8271    0.0000
 5877.01465  -28.3535  -45.1807 3423.8586    0.0000
 5877.11523  -28.3532  -45.1816 3422.7957    0.0000
 5877.21533  -28.3529  -45.1826 3421.6396    0.0000
 5877.31592  -28.3526  -45.1836 3420.3901    0.0000
 5877.41602  -28.3523  -45.1845 3419.0454    0.0000
 5877.51660  -28.3519  -45.1855 3417.6084    0.0000
 5877.61719  -28.3516  -45.1865 3416.0754    0.0000
 5877.71729  -28.3513  -45.1874 3414.4460    0.0000
 5877.81787  -28.3510  -45.1884 3412.7249    0.0000
 5877.91797  -28.3507  -45.1894 3410.9128    0.0000
 5878.01855  -28.3504  -45.1903 3409.0071    0.0000
 5878.11914  -28.3501  -45.1913 3407.0039    0.0000
 5878.21924  -28.3498  -45.1923 3405.5952    0.0000
 5878.31982  -28.3495  -45.1932 3404.6372    0.0000
 5878.41992  -28.3492  -45.1942 3403.6687    0.0000
 5878.52051  -28.3489  -45.1952 3402.6816    0.0000
 5878.62109  -28.3486  -45.1961 3401.6841    0.0000
 5878.72119  -28.3483  -45.1971 3400.6709    0.0000
 5878.82178  -28.3480  -45.1981 3399.6399    0.0000
 5878.92188  -28.3477  -45.1990 3398.5989    0.0000
 5879.02246  -28.3474  -45.2000 3397.5391    0.0000
 5879.12256  -28.3470  -45.2010 3396.4690    0.0000
 5879.22314  -28.3467  -45.2019 3395.3801    0.0000
 5879.32373  -28.3464  -45.2029 3394.2810    0.0000
 5879.42383  -28.3461  -45.2038 3393.1675    0.0000
 5879.52441  -28.3458  -45.2048 3392.0347    0.0000
 5879.62451  -28.3455  -45.2058 3390.8923    0.0000
 5879.72510  -28.3452  -45.2067 3389.7288    0.0000
 5879.82568  -28.3449  -45.2077 3388.5574    0.0000
 5879.92578  -28.3446  -45.2087 3387.3252    0.0000
 5880.02637  -28.3443  -45.2096 3386.0315    0.0000
 5880.12646  -28.3440  -45.2106 3384.7354    0.0000
 5880.22705  -28.3437  -45.2116 3383.4465    0.0000
 5880.32764  -28.3434  -45.2125 3382.1602    0.0000
 5880.42773  -28.3431  -45.2135 3380.8713    0.0000
 5880.52832  -28.3428  -45.2145 3379.6079    0.0000
 5880.62842  -28.3425  -45.2154 3378.4688    0.0000
 5880.72900  -28.3422  -45.2164 3377.2998    0.0000
 5880.82959  -28.3418  -45.2174 3376.0977    0.0000
 5880.92969  -28.3415  -45.2183 3374.8684    0.0000
 5881.03027  -28.3412  -45.2193 3373.6079    0.0000
 5881.13037  -28.3409  -45.2203 3372.3120    0.0000
 5881.23096  -28.3406  -45.2212 3370.9890    0.0000
 5881.33105  -28.3403  -45.2222 3369.6304    0.0000
 5881.43164  -28.3400  -45.2232 3368.2451    0.0000
 5881.53223  -28.3397  -45.2241 3366.8237    0.0000
 5881.63232  -28.3394  -45.2251 3365.3359    0.0000
 5881.73291  -28.3391  -45.2261 3363.3999    0.0000
 5881.83301  -28.3388  -45.2270 3361.3862    0.0000
 5881.93359  -28.3385  -45.2280 3359.3008    0.0000
 5882.03418  -28.3382  -45.2290 3357.1328    0.0000
 5882.13428  -28.3379  -45.2299 3354.8938    0.0000
 5882.23486  -28.3376  -45.2309 3352.5715    0.0000
 5882.33496  -28.3373  -45.2318 3350.1785    0.0000
 5882.43555  -28.3370  -45.2328 3347.7019    0.0000
 5882.53613  -28.3366  -45.2338 3345.1550    0.0000
 5882.63623  -28.3363  -45.2347 3342.5315    0.0000
 5882.73682  -28.3360  -45.2357 3339.8176    0.0000
 5882.83691  -28.3357  -45.2367 3337.0400    0.0000
 5882.93750  -28.3354  -45.2376 3334.1777    0.0000
 5883.03809  -28.3351  -45.2386 3331.2463    0.0000
 5883.13818  -28.3348  -45.2396 3328.2297    0.0000
 5883.23877  -28.3345  -45.2405 3325.1445    0.0000
 5883.33887  -28.3342  -45.2415 3321.9827    0.0000
 5883.43945  -28.3339  -45.2425 3319.7363    0.0000
 5883.54004  -28.3336  -45.2434 3317.7214    0.0000
 5883.64014  -28.3333  -45.2444 3315.6709    0.0000
 5883.74072  -28.3330  -45.2454 3313.6033    0.0000
 5883.84082  -28.3327  -45.2463 3311.4976    0.0000
 5883.94141  -28.3324  -45.2473 3309.3767    0.0000
 5884.04150  -28.3321  -45.2483 3307.2297    0.0000
 5884.14209  -28.3317  -45.2492 3305.0469    0.0000
 5884.24268  -28.3314  -45.2502 3302.8469    0.0000
 5884.34277  -28.3311  -45.2512 3300.6108    0.0000
 5884.44336  -28.3308  -45.2521 3298.3582    0.0000
 5884.54346  -28.3305  -45.2531 3296.0688    0.0000
 5884.64404  -28.3302  -45.2541 3293.7634    0.0000
 5884.74463  -28.3299  -45.2550 3291.4211    0.0000
 5884.84473  -28.3296  -45.2560 3289.0598    0.0000
 5884.94531  -28.3293  -45.2570 3286.6748    0.0000
 5885.04541  -28.3290  -45.2579 3284.2532    0.0000
 5885.14600  -28.3287  -45.2589 3282.1758    0.0000
 5885.24658  -28.3284  -45.2598 3280.5356    0.0000
 5885.34668  -28.3281  -45.2608 3279.1052    0.0000
 5885.44727  -28.3278  -45.2618 3278.5825    0.0000
 5885.54736  -28.3275  -45.2627 3277.9976    0.0000
 5885.64795  -28.3272  -45.2637 3277.3472    0.0000
 5885.74854  -28.3269  -45.2647 3276.6267    0.0000
 5885.84863  -28.3265  -45.2656 3275.8445    0.0000
 5885.94922  -28.3262  -45.2666 3274.9919    0.0000
 5886.04932  -28.3259  -45.2676 3274.0786    0.0000
 5886.14990  -28.3256  -45.2685 3273.0942    0.0000
 5886.25049  -28.3253  -45.2695 3272.0493    0.0000
 5886.35059  -28.3250  -45.2705 3270.9387    0.0000
 5886.45117  -28.3247  -45.2714 3269.7568    0.0000
 5886.55127  -28.3244  -45.2724 3268.5146    0.0000
 5886.65186  -28.3241  -45.2734 3267.2009    0.0000
 5886.75195  -28.3238  -45.2743 3265.8274    0.0000
 5886.85254  -28.3235  -45.2753 3264.3638    0.0000
 5886.95312  -28.3232  -45.2763 3262.7717    0.0000
 5887.05322  -28.3229  -45.2772 3261.0540    0.0000
 5887.15381  -28.3226  -45.2782 3259.2249    0.0000
 5887.25391  -28.3223  -45.2792 3257.2773    0.0000
 5887.35449  -28.3220  -45.2801 3255.2029    0.0000
 5887.45508  -28.3217  -45.2811 3253.0181    0.0000
 5887.55518  -28.3213  -45.2821 3250.7061    0.0000
 5887.65576  -28.3210  -45.2830 3248.2842    0.0000
 5887.75586  -28.3207  -45.2840 3245.7341    0.0000
 5887.85645  -28.3204  -45.2850 3243.0708    0.0000
 5887.95703  -28.3201  -45.2859 3240.2932    0.0000
 5888.05713  -28.3198  -45.2869 3237.3862    0.0000
 5888.15771  -28.3195  -45.2878 3234.3713    0.0000
 5888.25781  -28.3192  -45.2888 3231.2266    0.0000
 5888.35840  -28.3189  -45.2898 3227.9749    0.0000
 5888.45898  -28.3186  -45.2907 3224.5920    0.0000
 5888.55908  -28.3183  -45.2917 3221.1204    0.0000
 5888.65967  -28.3180  -45.2927 3219.3635    0.0000
 5888.75977  -28.3177  -45.2936 3217.8093    0.0000
 5888.86035  -28.3174  -45.2946 3216.4829    0.0000
 5888.96094  -28.3171  -45.2956 3215.3589    0.0000
 5889.06104  -28.3168  -45.2965 3214.4595    0.0000
 5889.16162  -28.3164  -45.2975 3213.7651    0.0000
 5889.26172  -28.3161  -45.2985 3213.2942    0.0000
 5889.36230  -28.3158  -45.2994 3213.0295    0.0000
 5889.46240  -28.3155  -45.3004 3212.9871    0.0000
 5889.56299  -28.3152  -45.3014 3213.1582    0.0000
 5889.66357  -28.3149  -45.3023 3213.5381    0.0000
 5889.76367  -28.3146  -45.3033 3214.1379    0.0000
 5889.86426  -28.3143  -45.3043 3214.9475    0.0000
 5889.96436  -28.3140  -45.3052 3215.9822    0.0000
 5890.06494  -28.3137  -45.3062 3217.2219    0.0000
 5890.16553  -28.3134  -45.3072 3218.3010    0.0000
 5890.26562  -28.3131  -45.3081 3218.6958    0.0000
 5890.36621  -28.3128  -45.3091 3216.1504    0.0000
 5890.46631  -28.3125  -45.3101 3212.9937    0.0000
 5890.56689  -28.3122  -45.3110 3209.8423    0.0000
 5890.66748  -28.3119  -45.3120 3206.7144    0.0000
 5890.76758  -28.3116  -45.3130 3203.5918    0.0000
 5890.86816  -28.3112  -45.3139 3200.4927    0.0000
 5890.96826  -28.3109  -45.3149 3197.4014    0.0000
 5891.06885  -28.3106  -45.3158 3194.3223    0.0000
 5891.16943  -28.3103  -45.3168 3191.2666    0.0000
 5891.26953  -28.3100  -45.3178 3188.2163    0.0000
 5891.37012  -28.3097  -45.3187 3185.1895    0.0000
 5891.47021  -28.3094  -45.3197 3182.1682    0.0000
 5891.57080  -28.3091  -45.3207 3179.1699    0.0000
 5891.67090  -28.3088  -45.3216 3176.1863    0.0000
 5891.77148  -28.3085  -45.3226 3173.2085    0.0000
 5891.87207  -28.3082  -45.3236 3170.2534    0.0000
 5891.97217  -28.3079  -45.3245 3167.2983    0.0000
 5892.07275  -28.3076  -45.3255 3164.7490    0.0000
 5892.17285  -28.3073  -45.3265 3162.5981    0.0000
 5892.27344  -28.3070  -45.3274 3160.5320    0.0000
 5892.37402  -28.3067  -45.3284 3158.5354    0.0000
 5892.47412  -28.3064  -45.3294 3156.6233    0.0000
 5892.57471  -28.3060  -45.3303 3154.7878    0.0000
 5892.67480  -28.3057  -45.3313 3153.0225    0.0000
 5892.77539  -28.3054  -45.3323 3151.3411    0.0000
 5892.87598  -28.3051  -45.3332 3149.7300    0.0000
 5892.97607  -28.3048  -45.3342 3148.2002    0.0000
 5893.07666  -28.3045  -45.3352 3146.7434    0.0000
 5893.17676  -28.3042  -45.3361 3145.3696    0.0000
 5893.27734  -28.3039  -45.3371 3144.0728    0.0000
 5893.37793  -28.3036  -45.3381 3142.8474    0.0000
 5893.47803  -28.3033  -45.3390 3141.7041    0.0000
 5893.57861  -28.3030  -45.3400 3140.6333    0.0000
 5893.67871  -28.3027  -45.3410 3139.6438    0.0000
 5893.77930  -28.3024  -45.3419 3138.7283    0.0000
 5893.87988  -28.3021  -45.3429 3137.9219    0.0000
 5893.97998  -28.3018  -45.3438 3137.2307    0.0000
 5894.08057  -28.3015  -45.3448 3136.6533    0.0000
 5894.18066  -28.3011  -45.3458 3136.1951    0.0000
 5894.28125  -28.3008  -45.3467 3135.8503    0.0000
 5894.38135  -28.3005  -45.3477 3135.6243    0.0000
 5894.48193  -28.3002  -45.3487 3135.5125    0.0000
 5894.58252  -28.2999  -45.3496 3135.5183    0.0000
 5894.68262  -28.2996  -45.3506 3135.6394    0.0000
 5894.78320  -28.2993  -45.3516 3135.8774    0.0000
 5894.88330  -28.2990  -45.3525 3136.2312    0.0000
 5894.98389  -28.2987  -45.3535 3136.4663    0.0000
 5895.08447  -28.2984  -45.3545 3136.2217    0.0000
 5895.18457  -28.2981  -45.3554 3135.9292    0.0000
 5895.28516  -28.2978  -45.3564 3135.5974    0.0000
 5895.38525  -28.2975  -45.3574 3135.2175    0.0000
 5895.48584  -28.2972  -45.3583 3134.6990    0.0000
 5895.58594  -28.2969  -45.3593 3131.0425    0.0000
 5895.68652  -28.2966  -45.3603 3127.4451    0.0000
 5895.78662  -28.2963  -45.3612 3123.8748    0.0000
 5895.88721  -28.2960  -45.3622 3120.3477    0.0000
 5895.98730  -28.2956  -45.3632 3116.8635    0.0000
 5896.08789  -28.2953  -45.3641 3113.4380    0.0000
 5896.18799  -28.2950  -45.3651 3110.0400    0.0000
 5896.28857  -28.2947  -45.3660 3106.6855    0.0000
 5896.38867  -28.2944  -45.3670 3103.3743    0.0000
 5896.48926  -28.2941  -45.3680 3100.1201    0.0000
 5896.58936  -28.2938  -45.3689 3096.8948    0.0000
 5896.68994  -28.2935  -45.3699 3093.7129    0.0000
 5896.79004  -28.2932  -45.3709 3090.5771    0.0000
 5896.89062  -28.2929  -45.3718 3087.4917    0.0000
 5896.99072  -28.2926  -45.3728 3084.4390    0.0000
 5897.09131  -28.2923  -45.3738 3081.4294    0.0000
 5897.19141  -28.2920  -45.3747 3078.4658    0.0000
 5897.29199  -28.2917  -45.3757 3076.4600    0.0000
 5897.39209  -28.2914  -45.3766 3074.8376    0.0000
 5897.49268  -28.2911  -45.3776 3073.2300    0.0000
 5897.59277  -28.2908  -45.3786 3071.6392    0.0000
 5897.69336  -28.2905  -45.3795 3070.0649    0.0000
 5897.79346  -28.2902  -45.3805 3068.5002    0.0000
 5897.89404  -28.2899  -45.3815 3066.9524    0.0000
 5897.99414  -28.2896  -45.3824 3065.4165    0.0000
 5898.09473  -28.2892  -45.3834 3063.8997    0.0000
 5898.19482  -28.2889  -45.3844 3062.3926    0.0000
 5898.29541  -28.2886  -45.3853 3060.9019    0.0000
 5898.39551  -28.2883  -45.3863 3059.4236    0.0000
 5898.49609  -28.2880  -45.3873 3057.9641    0.0000
 5898.59619  -28.2877  -45.3882 3056.5164    0.0000
 5898.69678  -28.2874  -45.3892 3055.0813    0.0000
 5898.79688  -28.2871  -45.3901 3053.6604    0.0000
 5898.89746  -28.2868  -45.3911 3052.2583    0.0000
 5898.99756  -28.2865  -45.3921 3050.8689    0.0000
 5899.09814  -28.2862  -45.3930 3049.5129    0.0000
 5899.19824  -28.2859  -45.3940 3048.2004    0.0000
 5899.29883  -28.2856  -45.3950 3046.9351    0.0000
 5899.39893  -28.2853  -45.3959 3045.7102    0.0000
 5899.49951  -28.2850  -45.3969 3044.5269    0.0000
 5899.59961  -28.2847  -45.3979 3043.3906    0.0000
 5899.70020  -28.2844  -45.3988 3042.2944    0.0000
 5899.80029  -28.2841  -45.3998 3041.2136    0.0000
 5899.90088  -28.2838  -45.4008 3039.8857    0.0000
 5900.00098  -28.2835  -45.4017 3038.5471    0.0000
 5900.10156  -28.2832  -45.4027 3037.1931    0.0000
 5900.20166  -28.2829  -45.4036 3035.8218    0.0000
 5900.30225  -28.2825  -45.4046 3034.4360    0.0000
 5900.40234  -28.2822  -45.4056 3033.0398    0.0000
 5900.50293  -28.2819  -45.4065 3031.6279    0.0000
 5900.60303  -28.2816  -45.4075 3030.1987    0.0000
 5900.70361  -28.2813  -45.4085 3028.7217    0.0000
 5900.80371  -28.2810  -45.4094 3026.8220    0.0000
 5900.90430  -28.2807  -45.4104 3024.9722    0.0000
 5901.00439  -28.2804  -45.4114 3023.1807    0.0000
 5901.10498  -28.2801  -45.4123 3021.4473    0.0000
 5901.20508  -28.2798  -45.4133 3019.7795    0.0000
 5901.30566  -28.2795  -45.4142 3018.1626    0.0000
 5901.40576  -28.2792  -45.4152 3016.6040    0.0000
 5901.50635  -28.2789  -45.4162 3015.1038    0.0000
 5901.60645  -28.2786  -45.4171 3013.6680    0.0000
 5901.70703  -28.2783  -45.4181 3012.2842    0.0000
 5901.80713  -28.2780  -45.4191 3010.9585    0.0000
 5901.90771  -28.2777  -45.4200 3009.6921    0.0000
 5902.00781  -28.2774  -45.4210 3008.4873    0.0000
 5902.10840  -28.2771  -45.4220 3007.3367    0.0000
 5902.20850  -28.2768  -45.4229 3006.2441    0.0000
 5902.30908  -28.2765  -45.4239 3005.2097    0.0000
 5902.40918  -28.2761  -45.4249 3004.2378    0.0000
 5902.50977  -28.2758  -45.4258 3002.9958    0.0000
 5902.60986  -28.2755  -45.4268 3001.6965    0.0000
 5902.71045  -28.2752  -45.4277 3000.3921    0.0000
 5902.81055  -28.2749  -45.4287 2999.0884    0.0000
 5902.91113  -28.2746  -45.4297 2997.7744    0.0000
 5903.01123  -28.2743  -45.4306 2996.4556    0.0000
 5903.11182  -28.2740  -45.4316 2995.1318    0.0000
 5903.21191  -28.2737  -45.4326 2993.8088    0.0000
 5903.31250  -28.2734  -45.4335 2992.4756    0.0000
 5903.41260  -28.2731  -45.4345 2991.1375    0.0000
 5903.51318  -28.2728  -45.4355 2989.7947    0.0000
 5903.61328  -28.2725  -45.4364 2988.4524    0.0000
 5903.71338  -28.2722  -45.4374 2987.0999    0.0000
 5903.81396  -28.2719  -45.4384 2985.7424    0.0000
 5903.91406  -28.2716  -45.4393 2984.3857    0.0000
 5904.01465  -28.2713  -45.4403 2983.0188    0.0000
 5904.11475  -28.2710  -45.4412 2981.6470    0.0000
 5904.21533  -28.2707  -45.4422 2980.2856    0.0000
 5904.31543  -28.2704  -45.4432 2978.9233    0.0000
 5904.41602  -28.2701  -45.4441 2977.5317    0.0000
 5904.51611  -28.2698  -45.4451 2976.1160    0.0000
 5904.61670  -28.2694  -45.4461 2974.6663    0.0000
 5904.71680  -28.2691  -45.4470 2973.1924    0.0000
 5904.81738  -28.2688  -45.4480 2971.7571    0.0000
 5904.91748  -28.2685  -45.4490 2970.3647    0.0000
 5905.01807  -28.2682  -45.4499 2969.0156    0.0000
 5905.11816  -28.2679  -45.4509 2967.7151    0.0000
 5905.21875  -28.2676  -45.4519 2966.4529    0.0000
 5905.31885  -28.2673  -45.4528 2965.2339    0.0000
 5905.41943  -28.2670  -45.4538 2964.0583    0.0000
 5905.51953  -28.2667  -45.4547 2962.9312    0.0000
 5905.62012  -28.2664  -45.4557 2961.8420    0.0000
 5905.72021  -28.2661  -45.4567 2960.7966    0.0000
 5905.82080  -28.2658  -45.4576 2959.7947    0.0000
 5905.92090  -28.2655  -45.4586 2958.9036    0.0000
 5906.02148  -28.2652  -45.4596 2958.1914    0.0000
 5906.12158  -28.2649  -45.4605 2957.5176    0.0000
 5906.22217  -28.2646  -45.4615 2956.8821    0.0000
 5906.32227  -28.2643  -45.4625 2956.2869    0.0000
 5906.42285  -28.2640  -45.4634 2955.7280    0.0000
 5906.52295  -28.2637  -45.4644 2955.2075    0.0000
 5906.62354  -28.2634  -45.4654 2954.7253    0.0000
 5906.72363  -28.2631  -45.4663 2954.2827    0.0000
 5906.82422  -28.2627  -45.4673 2953.8772    0.0000
 5906.92432  -28.2624  -45.4682 2953.5103    0.0000
 5907.02490  -28.2621  -45.4692 2953.1792    0.0000
 5907.12500  -28.2618  -45.4702 2952.8914    0.0000
 5907.22559  -28.2615  -45.4711 2952.6392    0.0000
 5907.32568  -28.2612  -45.4721 2952.4255    0.0000
 5907.42627  -28.2609  -45.4731 2952.2473    0.0000
 5907.52637  -28.2606  -45.4740 2952.1125    0.0000
 5907.62695  -28.2603  -45.4750 2952.0139    0.0000
 5907.72705  -28.2600  -45.4760 2951.0366    0.0000
 5907.82764  -28.2597  -45.4769 2950.0166    0.0000
 5907.92773  -28.2594  -45.4779 2948.9478    0.0000
 5908.02832  -28.2591  -45.4788 2947.8357    0.0000
 5908.12842  -28.2588  -45.4798 2946.6780    0.0000
 5908.22900  -28.2585  -45.4808 2945.4858    0.0000
 5908.32910  -28.2582  -45.4817 2944.2444    0.0000
 5908.42969  -28.2579  -45.4827 2942.9597    0.0000
 5908.52979  -28.2576  -45.4837 2941.6301    0.0000
 5908.63037  -28.2573  -45.4846 2940.2659    0.0000
 5908.73047  -28.2570  -45.4856 2938.8518    0.0000
 5908.83105  -28.2567  -45.4866 2937.3931    0.0000
 5908.93115  -28.2563  -45.4875 2935.8928    0.0000
 5909.03174  -28.2560  -45.4885 2934.3564    0.0000
 5909.13184  -28.2557  -45.4895 2932.7698    0.0000
 5909.23242  -28.2554  -45.4904 2931.1392    0.0000
 5909.33252  -28.2551  -45.4914 2929.4663    0.0000
 5909.43311  -28.2548  -45.4923 2927.9119    0.0000
 5909.53320  -28.2545  -45.4933 2926.1255    0.0000
 5909.63379  -28.2542  -45.4943 2924.3354    0.0000
 5909.73389  -28.2539  -45.4952 2922.5632    0.0000
 5909.83447  -28.2536  -45.4962 2920.8164    0.0000
 5909.93457  -28.2533  -45.4972 2919.0835    0.0000
 5910.03516  -28.2530  -45.4981 2917.3689    0.0000
 5910.13525  -28.2527  -45.4991 2915.6733    0.0000
 5910.23584  -28.2524  -45.5001 2914.0032    0.0000
 5910.33594  -28.2521  -45.5010 2912.3467    0.0000
 5910.43652  -28.2518  -45.5020 2910.7087    0.0000
 5910.53662  -28.2515  -45.5030 2909.0901    0.0000
 5910.63721  -28.2512  -45.5039 2907.4963    0.0000
 5910.73730  -28.2509  -45.5049 2905.9163    0.0000
 5910.83789  -28.2506  -45.5058 2904.3550    0.0000
 5910.93799  -28.2503  -45.5068 2902.8130    0.0000
 5911.03857  -28.2500  -45.5078 2901.2961    0.0000
 5911.13867  -28.2496  -45.5087 2900.1389    0.0000
 5911.23926  -28.2493  -45.5097 2899.6482    0.0000
 5911.33936  -28.2490  -45.5107 2899.1719    0.0000
 5911.43994  -28.2487  -45.5116 2898.7119    0.0000
 5911.54004  -28.2484  -45.5126 2898.2644    0.0000
 5911.64062  -28.2481  -45.5136 2897.8313    0.0000
 5911.74072  -28.2478  -45.5145 2897.4128    0.0000
 5911.84082  -28.2475  -45.5155 2897.0105    0.0000
 5911.94141  -28.2472  -45.5164 2896.6208    0.0000
 5912.04150  -28.2469  -45.5174 2896.2458    0.0000
 5912.14209  -28.2466  -45.5184 2895.8865    0.0000
 5912.24219  -28.2463  -45.5193 2895.5403    0.0000
 5912.34277  -28.2460  -45.5203 2895.2085    0.0000
 5912.44287  -28.2457  -45.5213 2894.8914    0.0000
 5912.54346  -28.2454  -45.5222 2894.5896    0.0000
 5912.64355  -28.2451  -45.5232 2894.3013    0.0000
 5912.74414  -28.2448  -45.5242 2894.0273    0.0000
 5912.84424  -28.2445  -45.5251 2893.6553    0.0000
 5912.94482  -28.2442  -45.5261 2892.5505    0.0000
 5913.04492  -28.2439  -45.5271 2891.4294    0.0000
 5913.14551  -28.2436  -45.5280 2890.2961    0.0000
 5913.24561  -28.2432  -45.5290 2889.1504    0.0000
 5913.34619  -28.2429  -45.5299 2887.9978    0.0000
 5913.44629  -28.2426  -45.5309 2886.8286    0.0000
 5913.54688  -28.2423  -45.5319 2885.6475    0.0000
 5913.64697  -28.2420  -45.5328 2884.4541    0.0000
 5913.74756  -28.2417  -45.5338 2883.2537    0.0000
 5913.84766  -28.2414  -45.5348 2882.0366    0.0000
 5913.94824  -28.2411  -45.5357 2880.8074    0.0000
 5914.04834  -28.2408  -45.5367 2879.5662    0.0000
 5914.14893  -28.2405  -45.5377 2878.3181    0.0000
 5914.24902  -28.2402  -45.5386 2877.0530    0.0000
 5914.34961  -28.2399  -45.5396 2875.6841    0.0000
 5914.44971  -28.2396  -45.5406 2874.2832    0.0000
 5914.55029  -28.2393  -45.5415 2872.9062    0.0000
 5914.65039  -28.2390  -45.5425 2871.9934    0.0000
 5914.75098  -28.2387  -45.5434 2871.1985    0.0000
 5914.85107  -28.2384  -45.5444 2870.4121    0.0000
 5914.95166  -28.2381  -45.5454 2869.6384    0.0000
 5915.05176  -28.2378  -45.5463 2868.8721    0.0000
 5915.15234  -28.2375  -45.5473 2868.1147    0.0000
 5915.25244  -28.2372  -45.5483 2867.3672    0.0000
 5915.35303  -28.2368  -45.5492 2866.6318    0.0000
 5915.45312  -28.2365  -45.5502 2865.9041    0.0000
 5915.55371  -28.2362  -45.5512 2865.1853    0.0000
 5915.65381  -28.2359  -45.5521 2864.4763    0.0000
 5915.75439  -28.2356  -45.5531 2863.7793    0.0000
 5915.85449  -28.2353  -45.5541 2863.0901    0.0000
 5915.95508  -28.2350  -45.5550 2862.4099    0.0000
 5916.05518  -28.2347  -45.5560 2861.7419    0.0000
 5916.15576  -28.2344  -45.5569 2861.0813    0.0000
 5916.25586  -28.2341  -45.5579 2860.4302    0.0000
 5916.35645  -28.2338  -45.5589 2859.4187    0.0000
 5916.45654  -28.2335  -45.5598 2858.1904    0.0000
 5916.55713  -28.2332  -45.5608 2856.9956    0.0000
 5916.65723  -28.2329  -45.5618 2855.8394    0.0000
 5916.75781  -28.2326  -45.5627 2854.7212    0.0000
 5916.85791  -28.2323  -45.5637 2853.6460    0.0000
 5916.95850  -28.2320  -45.5647 2852.6042    0.0000
 5917.05859  -28.2317  -45.5656 2851.6013    0.0000
 5917.15918  -28.2314  -45.5666 2850.6367    0.0000
 5917.25928  -28.2311  -45.5675 2849.7136    0.0000
 5917.35986  -28.2308  -45.5685 2848.8254    0.0000
 5917.45996  -28.2305  -45.5695 2847.9758    0.0000
 5917.56055  -28.2301  -45.5704 2847.1646    0.0000
 5917.66064  -28.2298  -45.5714 2846.3943    0.0000
 5917.76123  -28.2295  -45.5724 2845.6597    0.0000
 5917.86133  -28.2292  -45.5733 2844.9634    0.0000
 5917.96191  -28.2289  -45.5743 2844.3037    0.0000
 5918.06201  -28.2286  -45.5753 2843.8943    0.0000
 5918.16260  -28.2283  -45.5762 2844.0430    0.0000
 5918.26270  -28.2280  -45.5772 2844.1724    0.0000
 5918.36328  -28.2277  -45.5782 2844.2810    0.0000
 5918.46338  -28.2274  -45.5791 2844.3730    0.0000
 5918.56396  -28.2271  -45.5801 2844.4451    0.0000
 5918.66406  -28.2268  -45.5810 2844.4978    0.0000
 5918.76465  -28.2265  -45.5820 2844.5300    0.0000
 5918.86475  -28.2262  -45.5830 2844.5454    0.0000
 5918.96533  -28.2259  -45.5839 2844.5408    0.0000
 5919.06543  -28.2256  -45.5849 2844.5156    0.0000
 5919.16602  -28.2253  -45.5859 2844.3682    0.0000
 5919.26611  -28.2250  -45.5868 2844.0659    0.0000
 5919.36670  -28.2247  -45.5878 2843.7581    0.0000
 5919.46680  -28.2244  -45.5888 2843.4458    0.0000
 5919.56738  -28.2241  -45.5897 2843.1284    0.0000
 5919.66748  -28.2237  -45.5907 2842.8071    0.0000
 5919.76807  -28.2234  -45.5917 2842.4800    0.0000
 5919.86816  -28.2231  -45.5926 2841.0295    0.0000
 5919.96826  -28.2228  -45.5936 2839.5325    0.0000
 5920.06885  -28.2225  -45.5945 2838.0371    0.0000
 5920.16895  -28.2222  -45.5955 2836.5493    0.0000
 5920.26953  -28.2219  -45.5965 2835.0684    0.0000
 5920.36963  -28.2216  -45.5974 2833.6003    0.0000
 5920.47021  -28.2213  -45.5984 2832.1338    0.0000
 5920.57031  -28.2210  -45.5994 2830.6748    0.0000
 5920.67090  -28.2207  -45.6003 2829.2227    0.0000
 5920.77100  -28.2204  -45.6013 2827.7834    0.0000
 5920.87158  -28.2201  -45.6023 2826.3459    0.0000
 5920.97168  -28.2198  -45.6032 2824.9158    0.0000
 5921.07227  -28.2195  -45.6042 2823.4927    0.0000
 5921.17236  -28.2192  -45.6051 2822.0823    0.0000
 5921.27295  -28.2189  -45.6061 2820.6738    0.0000
 5921.37305  -28.2186  -45.6071 2819.2725    0.0000
 5921.47363  -28.2183  -45.6080 2817.8782    0.0000
 5921.57373  -28.2180  -45.6090 2817.4521    0.0000
 5921.67432  -28.2177  -45.6100 2817.3787    0.0000
 5921.77441  -28.2174  -45.6109 2817.3098    0.0000
 5921.87500  -28.2170  -45.6119 2817.2456    0.0000
 5921.97510  -28.2167  -45.6129 2817.1865    0.0000
 5922.07568  -28.2164  -45.6138 2817.1321    0.0000
 5922.17578  -28.2161  -45.6148 2817.0823    0.0000
 5922.27637  -28.2158  -45.6158 2817.0374    0.0000
 5922.37646  -28.2155  -45.6167 2816.9973    0.0000
 5922.47705  -28.2152  -45.6177 2816.9619    0.0000
 5922.57715  -28.2149  -45.6186 2816.9314    0.0000
 5922.67773  -28.2146  -45.6196 2816.9055    0.0000
 5922.77783  -28.2143  -45.6206 2816.8848    0.0000
 5922.87842  -28.2140  -45.6215 2816.8684    0.0000
 5922.97852  -28.2137  -45.6225 2816.8572    0.0000
 5923.07910  -28.2134  -45.6235 2816.8503    0.0000
